config,benchmark,mode,il1_miss_rate,dl1_miss_rate,ul2_miss_rate,sim_num_insn,sim_elapsed_time,sim_CPI,vc_lookups,vc_hits,vc_hit_rate,mc_lookups,mc_hits,mc_hit_rate,sb_lookups,sb_hits,sb_hit_rate,sb_prefetches,ul2_d_accesses,ul2_i_accesses,ul2_total_accesses,source_csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,33,0.0606,512,307,0.5996,615,1249,305,1554,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,12,0.0247,474,302,0.6371,516,1086,253,1339,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
miss_stream_mc2_d4__dl1:64:32:1:l__ul2:65536:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,117,0.0576,1915,444,0.2319,4413,7211,907,8118,results/ss/miss_stream_mc2_d4__dl1:64:32:1:l__ul2:65536:64:4:l/ss_miss_stream.csv
victim_vc2__dl1:1024:32:1:l__ul2:32768:64:4:l,test-fmath,victim,0.0110,0.0282,1.0000,53949,1,,471,0,0.0000,0,0,,0,0,,0,471,592,1063,results/ss/victim_vc2__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc2__dl1:1024:32:1:l__ul2:32768:64:4:l,test-llong,victim,0.0101,0.0418,1.0000,30132,1,,440,0,0.0000,0,0,,0,0,,0,440,305,745,results/ss/victim_vc2__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc2__dl1:1024:32:1:l__ul2:32768:64:4:l,test-lswlr,victim,0.0270,0.0909,1.0000,9367,1,,435,0,0.0000,0,0,,0,0,,0,435,253,688,results/ss/victim_vc2__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim.csv
victim_vc2__dl1:1024:32:1:l__ul2:32768:64:4:l,test-math,victim,0.0042,0.0095,1.0000,214193,1,,544,0,0.0000,0,0,,0,0,,0,555,907,1462,results/ss/victim_vc2__dl1:1024:32:1:l__ul2:32768:64:4:l/ss_victim.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,215,0.2749,567,306,0.5397,783,1619,592,2211,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,61,0.1119,484,302,0.6240,546,1157,305,1462,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,20,0.0412,466,301,0.6459,495,1058,253,1311,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,589,0.2899,1443,363,0.2516,3240,5647,907,6554,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,215,0.2749,567,306,0.5397,783,1619,592,2211,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,61,0.1119,484,302,0.6240,546,1157,305,1462,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,20,0.0412,466,301,0.6459,495,1058,253,1311,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,589,0.2899,1443,363,0.2516,3240,5647,907,6554,results/ss/miss_stream_mc16_d4__dl1:64:32:1:l__ul2:16384:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,128,0.1637,654,316,0.4832,1014,1927,592,2519,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,38,0.0697,507,306,0.6036,603,1233,305,1538,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,14,0.0288,472,301,0.6377,513,1082,253,1335,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,321,0.1580,1711,374,0.2186,4011,6675,907,7582,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,128,0.1637,654,316,0.4832,1014,1927,592,2519,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,38,0.0697,507,306,0.6036,603,1233,305,1538,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,14,0.0288,472,301,0.6377,513,1082,253,1335,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,321,0.1580,1711,374,0.2186,4011,6675,907,7582,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,128,0.1637,654,316,0.4832,1014,1927,592,2519,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,38,0.0697,507,306,0.6036,603,1233,305,1538,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,14,0.0288,472,301,0.6377,513,1082,253,1335,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,321,0.1580,1711,374,0.2186,4011,6675,907,7582,results/ss/miss_stream_mc4_d4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:16384:64:4:l,test-fmath,victim_stream,0.0110,0.0282,1.0000,53949,1,,471,0,0.0000,0,0,,471,198,0.4204,273,546,592,1138,results/ss/victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:16384:64:4:l,test-llong,victim_stream,0.0101,0.0418,1.0000,30132,1,,440,0,0.0000,0,0,,440,198,0.4500,242,484,305,789,results/ss/victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:16384:64:4:l,test-lswlr,victim_stream,0.0270,0.0909,1.0000,9367,1,,435,0,0.0000,0,0,,435,199,0.4575,236,472,253,725,results/ss/victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:16384:64:4:l,test-math,victim_stream,0.0042,0.0095,1.0000,214193,1,,544,0,0.0000,0,0,,544,210,0.3860,334,679,907,1586,results/ss/victim_stream_vc16_d2__dl1:1024:32:1:l__ul2:16384:64:4:l/ss_victim_stream.csv
miss_stream_mc16_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0282,1.0000,53949,1,,0,0,,471,0,0.0000,471,198,0.4204,273,546,592,1138,results/ss/miss_stream_mc16_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0418,1.0000,30132,1,,0,0,,440,0,0.0000,440,198,0.4500,242,484,305,789,results/ss/miss_stream_mc16_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.0909,1.0000,9367,1,,0,0,,435,0,0.0000,435,199,0.4575,236,472,253,725,results/ss/miss_stream_mc16_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc16_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0095,1.0000,214193,1,,0,0,,544,0,0.0000,544,210,0.3860,334,679,907,1586,results/ss/miss_stream_mc16_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.0347,1.0000,53949,1,,0,0,,580,70,0.1207,510,354,0.6941,1092,1516,592,2108,results/ss/miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0457,1.0000,30132,1,,0,0,,481,5,0.0104,476,351,0.7374,875,1206,305,1511,results/ss/miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.0963,1.0000,9367,1,,0,0,,461,0,0.0000,461,350,0.7592,777,1080,253,1333,results/ss/miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0140,1.0000,214193,1,,0,0,,806,2,0.0025,804,403,0.5012,2807,3624,907,4531,results/ss/miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.0347,1.0000,53949,1,,0,0,,580,70,0.1207,510,354,0.6941,1092,1516,592,2108,results/ss/miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0457,1.0000,30132,1,,0,0,,481,5,0.0104,476,351,0.7374,875,1206,305,1511,results/ss/miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.0963,1.0000,9367,1,,0,0,,461,0,0.0000,461,350,0.7592,777,1080,253,1333,results/ss/miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0140,1.0000,214193,1,,0,0,,806,2,0.0025,804,403,0.5012,2807,3624,907,4531,results/ss/miss_stream_mc4_d8__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,178,0.2276,604,202,0.3344,402,1379,592,1971,results/ss/miss_stream_mc8_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,57,0.1046,488,201,0.4119,287,1003,305,1308,results/ss/miss_stream_mc8_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,16,0.0329,470,201,0.4277,269,936,253,1189,results/ss/miss_stream_mc8_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d2__dl1:64:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,490,0.2411,1542,242,0.1569,1300,3927,907,4834,results/ss/miss_stream_mc8_d2__dl1:64:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d16__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,miss_stream,0.0110,0.0468,1.0000,53949,1,,0,0,,782,180,0.2302,602,387,0.6429,3225,4015,592,4607,results/ss/miss_stream_mc8_d16__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d16__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,miss_stream,0.0101,0.0518,1.0000,30132,1,,0,0,,545,53,0.0972,492,379,0.7703,1695,2237,305,2542,results/ss/miss_stream_mc8_d16__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d16__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,miss_stream,0.0270,0.1016,1.0000,9367,1,,0,0,,486,15,0.0309,471,377,0.8004,1410,1902,253,2155,results/ss/miss_stream_mc8_d16__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d16__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,miss_stream,0.0042,0.0353,1.0000,214193,1,,0,0,,2032,493,0.2426,1539,470,0.3054,16035,18431,907,19338,results/ss/miss_stream_mc8_d16__dl1:64:32:1:l__ul2:8192:64:4:l/ss_miss_stream.csv
stream_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-fmath,stream,0.0110,0.0347,1.0000,53949,1,,0,0,,0,0,,580,382,0.6586,2970,3436,592,4028,results/ss/stream_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_stream.csv
stream_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-llong,stream,0.0101,0.0457,1.0000,30132,1,,0,0,,0,0,,481,379,0.7879,1530,1838,305,2143,results/ss/stream_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_stream.csv
stream_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-lswlr,stream,0.0270,0.0963,1.0000,9367,1,,0,0,,0,0,,461,375,0.8134,1290,1568,253,1821,results/ss/stream_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_stream.csv
stream_d16__dl1:256:32:1:l__ul2:65536:64:4:l,test-math,stream,0.0042,0.0140,1.0000,214193,1,,0,0,,0,0,,806,430,0.5335,5640,6432,907,7339,results/ss/stream_d16__dl1:256:32:1:l__ul2:65536:64:4:l/ss_stream.csv
victim_stream_vc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.0110,0.0468,1.0000,53949,1,,782,96,0.1228,0,0,,686,401,0.5845,4275,5135,592,5727,results/ss/victim_stream_vc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0518,1.0000,30132,1,,545,30,0.0550,0,0,,515,379,0.7359,2040,2605,305,2910,results/ss/victim_stream_vc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.0270,0.1016,1.0000,9367,1,,486,10,0.0206,0,0,,476,377,0.7920,1485,1982,253,2235,results/ss/victim_stream_vc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.0353,1.0000,214193,1,,2032,328,0.1614,0,0,,1704,509,0.2987,17925,20447,907,21354,results/ss/victim_stream_vc8_d16__dl1:64:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-fmath,victim_stream,0.0110,0.1086,1.0000,53949,1,,1814,439,0.2420,0,0,,1375,489,0.3556,13290,15308,592,15900,results/ss/victim_stream_vc16_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-llong,victim_stream,0.0101,0.0628,1.0000,30132,1,,661,57,0.0862,0,0,,604,404,0.6689,3000,3737,305,4042,results/ss/victim_stream_vc16_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-lswlr,victim_stream,0.0270,0.1120,1.0000,9367,1,,536,36,0.0672,0,0,,500,379,0.7580,1815,2402,253,2655,results/ss/victim_stream_vc16_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d16__dl1:16:32:1:l__ul2:65536:64:4:l,test-math,victim_stream,0.0042,0.1340,1.0000,214193,1,,7710,2616,0.3393,0,0,,5094,960,0.1885,62010,70656,907,71563,results/ss/victim_stream_vc16_d16__dl1:16:32:1:l__ul2:65536:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,37,0.0638,0,0,,543,200,0.3683,343,954,592,1546,results/ss/victim_stream_vc2_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,0,0.0000,0,0,,481,200,0.4158,281,768,305,1073,results/ss/victim_stream_vc2_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,201,0.4360,260,712,253,965,results/ss/victim_stream_vc2_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
victim_stream_vc2_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,0,0.0000,0,0,,806,221,0.2742,585,1586,907,2493,results/ss/victim_stream_vc2_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_victim_stream.csv
miss_mc2__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,miss,0.0110,0.0347,1.0000,53949,1,,0,0,,580,66,0.1138,0,0,,0,782,592,1374,results/ss/miss_mc2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_mc2__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,miss,0.0101,0.0457,1.0000,30132,1,,0,0,,481,0,0.0000,0,0,,0,687,305,992,results/ss/miss_mc2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_mc2__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,miss,0.0270,0.0963,1.0000,9367,1,,0,0,,461,0,0.0000,0,0,,0,653,253,906,results/ss/miss_mc2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss.csv
miss_mc2__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,miss,0.0042,0.0140,1.0000,214193,1,,0,0,,806,0,0.0000,0,0,,0,1222,907,2129,results/ss/miss_mc2__dl1:256:32:1:l__ul2:8192:64:4:l/ss_miss.csv
victim_stream_vc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l,test-fmath,victim_stream,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,542,354,0.6531,1316,1772,592,2364,results/ss/victim_stream_vc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l,test-llong,victim_stream,0.0101,0.0457,1.0000,30132,1,,481,5,0.0104,0,0,,476,351,0.7374,875,1206,305,1511,results/ss/victim_stream_vc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l,test-lswlr,victim_stream,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,461,350,0.7592,777,1080,253,1333,results/ss/victim_stream_vc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l,test-math,victim_stream,0.0042,0.0140,1.0000,214193,1,,806,100,0.1241,0,0,,706,386,0.5467,2240,2976,907,3883,results/ss/victim_stream_vc16_d8__dl1:256:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_vc4__dl1:64:32:1:l__ul2:8192:64:4:l,test-fmath,victim,0.0110,0.0468,1.0000,53949,1,,782,73,0.0934,0,0,,0,0,,0,1284,592,1876,results/ss/victim_vc4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc4__dl1:64:32:1:l__ul2:8192:64:4:l,test-llong,victim,0.0101,0.0518,1.0000,30132,1,,545,22,0.0404,0,0,,0,0,,0,952,305,1257,results/ss/victim_vc4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc4__dl1:64:32:1:l__ul2:8192:64:4:l,test-lswlr,victim,0.0270,0.1016,1.0000,9367,1,,486,9,0.0185,0,0,,0,0,,0,875,253,1128,results/ss/victim_vc4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim.csv
victim_vc4__dl1:64:32:1:l__ul2:8192:64:4:l,test-math,victim,0.0042,0.0353,1.0000,214193,1,,2032,220,0.1083,0,0,,0,0,,0,3139,907,4046,results/ss/victim_vc4__dl1:64:32:1:l__ul2:8192:64:4:l/ss_victim.csv
miss_stream_mc8_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-fmath,miss_stream,0.0110,0.0347,1.0000,53949,1,,0,0,,580,72,0.1241,508,199,0.3917,309,886,592,1478,results/ss/miss_stream_mc8_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-llong,miss_stream,0.0101,0.0457,1.0000,30132,1,,0,0,,481,10,0.0208,471,199,0.4225,272,750,305,1055,results/ss/miss_stream_mc8_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-lswlr,miss_stream,0.0270,0.0963,1.0000,9367,1,,0,0,,461,0,0.0000,461,201,0.4360,260,712,253,965,results/ss/miss_stream_mc8_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
miss_stream_mc8_d2__dl1:256:32:1:l__ul2:32768:64:4:l,test-math,miss_stream,0.0042,0.0140,1.0000,214193,1,,0,0,,806,92,0.1141,714,218,0.3053,496,1408,907,2315,results/ss/miss_stream_mc8_d2__dl1:256:32:1:l__ul2:32768:64:4:l/ss_miss_stream.csv
victim_vc4__dl1:256:32:1:l__ul2:65536:64:4:l,test-fmath,victim,0.0110,0.0347,1.0000,53949,1,,580,38,0.0655,0,0,,0,0,,0,810,592,1402,results/ss/victim_vc4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_vc4__dl1:256:32:1:l__ul2:65536:64:4:l,test-llong,victim,0.0101,0.0457,1.0000,30132,1,,481,6,0.0125,0,0,,0,0,,0,681,305,986,results/ss/victim_vc4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_vc4__dl1:256:32:1:l__ul2:65536:64:4:l,test-lswlr,victim,0.0270,0.0963,1.0000,9367,1,,461,0,0.0000,0,0,,0,0,,0,653,253,906,results/ss/victim_vc4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_vc4__dl1:256:32:1:l__ul2:65536:64:4:l,test-math,victim,0.0042,0.0140,1.0000,214193,1,,806,1,0.0012,0,0,,0,0,,0,1221,907,2128,results/ss/victim_vc4__dl1:256:32:1:l__ul2:65536:64:4:l/ss_victim.csv
victim_stream_vc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-fmath,victim_stream,0.0110,0.0282,1.0000,53949,1,,471,0,0.0000,0,0,,471,198,0.4204,273,546,592,1138,results/ss/victim_stream_vc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
victim_stream_vc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l,test-llong,victim_stream,0.0101,0.0418,1.0000,30132,1,,440,0,0.0000,0,0,,440,198,0.4500,242,484,305,789,results/ss/victim_stream_vc4_d2__dl1:1024:32:1:l__ul2:8192:64:4:l/ss_victim_stream.csv
